央卫IPv4,#genre#
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=2935323
小U-鬼片✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
吃奶滴虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片✔原,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=434971
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
邵氏影院@代,http://159.75.85.63:35455/douyu/4246519
黑莓电影@代,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8
黑莓动画@代,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/1.m3u8
星星剧场@代,https://live.metshop.top:443/huya/11342412
大吉大利影院,https://pull.kktv8.com/livekktv/128600025.flv
古装剧场IPv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
超级电影IPv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视IPv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8

历年春晚,#genre#
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8

贵州移动,#genre#
CCTV1综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225726/1/index.m3u8?fmt=ts2hls
CCTV1综合HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225777/1/index.m3u8?fmt=ts2hls
CCTV1综合,http://39.135.15.93:6610/PLTV/88888888/224/3221226030/1/index.m3u8?fmt=ts2hls
CCTV1综合,http://39.135.15.93:6610/PLTV/88888888/224/3221226127/1/index.m3u8?fmt=ts2hls
CCTV2财经HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225706/1/index.m3u8?fmt=ts2hls
CCTV2财经,http://39.135.15.93:6610/PLTV/88888888/224/3221226282/1/index.m3u8?fmt=ts2hls
CCTV3综艺HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226040/1/index.m3u8?fmt=ts2hls
CCTV3综艺HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226008/1/index.m3u8?fmt=ts2hls
CCTV3综艺HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226263/1/index.m3u8?fmt=ts2hls
CCTV4中文国际HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls
CCTV4中文国际HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225744/1/index.m3u8?fmt=ts2hls
CCTV4中文国际,http://39.135.15.93:6610/PLTV/88888888/224/3221226129/1/index.m3u8?fmt=ts2hls
CCTV4中文国际-欧洲HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226266/1/index.m3u8?fmt=ts2hls
CCTV4中文国际-欧洲HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226268/1/index.m3u8?fmt=ts2hls
CCTV4中文国际-欧洲HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226310/1/index.m3u8?fmt=ts2hls
CCTV4中文国际-美洲HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226269/1/index.m3u8?fmt=ts2hls
CCTV4中文国际-美洲HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226300/1/index.m3u8?fmt=ts2hls
CCTV5体育HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226024/1/index.m3u8?fmt=ts2hls
CCTV5体育HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226043/1/index.m3u8?fmt=ts2hls
CCTV5体育HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226248/1/index.m3u8?fmt=ts2hls
CCTV5体育HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226259/1/index.m3u8?fmt=ts2hls
CCTV5+体育赛事HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226128/1/index.m3u8?fmt=ts2hls
CCTV5+体育赛事HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226171/1/index.m3u8?fmt=ts2hls
CCTV5+体育赛事HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls
CCTV6电影HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226011/1/index.m3u8?fmt=ts2hls
CCTV6电影HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226046/1/index.m3u8?fmt=ts2hls
CCTV6电影HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226250/1/index.m3u8?fmt=ts2hls
CCTV7国防军事HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls
CCTV8电视剧HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226005/1/index.m3u8?fmt=ts2hls
CCTV8电视剧HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226060/1/index.m3u8?fmt=ts2hls
CCTV8电视剧HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226244/1/index.m3u8?fmt=ts2hls
CCTV9记录HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226031/1/index.m3u8?fmt=ts2hls
CCTV9记录,http://39.135.15.93:6610/PLTV/88888888/224/3221226279/1/index.m3u8?fmt=ts2hls
CCTV9记录,http://39.135.15.93:6610/PLTV/88888888/224/3221226291/1/index.m3u8?fmt=ts2hls
CCTV10科教HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225685/1/index.m3u8?fmt=ts2hls
CCTV10科教,http://39.135.15.93:6610/PLTV/88888888/224/3221226254/1/index.m3u8?fmt=ts2hls
CCTV11戏曲HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225746/1/index.m3u8?fmt=ts2hls
CCTV11戏曲,http://39.135.15.93:6610/PLTV/88888888/224/3221226273/1/index.m3u8?fmt=ts2hls
CCTV12社会与法HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225747/1/index.m3u8?fmt=ts2hls
CCTV12社会与法,http://39.135.15.93:6610/PLTV/88888888/224/3221226251/1/index.m3u8?fmt=ts2hls
CCTV13新闻HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225748/1/index.m3u8?fmt=ts2hls
CCTV13新闻,http://39.135.15.93:6610/PLTV/88888888/224/3221226256/1/index.m3u8?fmt=ts2hls
CCTV13新闻,http://39.135.15.93:6610/PLTV/88888888/224/3221226303/1/index.m3u8?fmt=ts2hls
CCTV14少儿HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225727/1/index.m3u8?fmt=ts2hls
CCTV14少儿,http://39.135.15.93:6610/PLTV/88888888/224/3221226288/1/index.m3u8?fmt=ts2hls
CCTV15音乐HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225749/1/index.m3u8?fmt=ts2hls
CCTV15音乐,http://39.135.15.93:6610/PLTV/88888888/224/3221226247/1/index.m3u8?fmt=ts2hls
CCTV16奥林匹克CHD,http://39.135.15.93:6610/PLTV/88888888/224/3221226315/1/index.m3u8?fmt=ts2hls
CCTV16奥林匹克CHD,http://39.135.15.93:6610/PLTV/88888888/224/3221226356/1/index.m3u8?fmt=ts2hls
CCTV16奥林匹克HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226308/1/index.m3u8?fmt=ts2hls
CCTV16奥林匹克HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226333/1/index.m3u8?fmt=ts2hls
CCTV16奥林匹克HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226353/1/index.m3u8?fmt=ts2hls
CCTV17农业农村HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226027/1/index.m3u8?fmt=ts2hls
CCTV兵器科技HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225676/1/index.m3u8?fmt=ts2hls
CCTV兵器科技HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226111/1/index.m3u8?fmt=ts2hls
CCTV电视指南HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225673/1/index.m3u8?fmt=ts2hls
CCTV电视指南HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226120/1/index.m3u8?fmt=ts2hls
CCTV第一剧场HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225702/1/index.m3u8?fmt=ts2hls
CCTV第一剧场HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls
CCTV风云剧场HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225700/1/index.m3u8?fmt=ts2hls
CCTV风云剧场HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226107/1/index.m3u8?fmt=ts2hls
CCTV风云音乐HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225698/1/index.m3u8?fmt=ts2hls
CCTV风云音乐HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226083/1/index.m3u8?fmt=ts2hls
CCTV风云足球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225734/1/index.m3u8?fmt=ts2hls
CCTV风云足球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226153/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225674/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226114/1/index.m3u8?fmt=ts2hls
CCTV央视台球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226117/1/index.m3u8?fmt=ts2hls
CCTV央视台球HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226156/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225765/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226097/1/index.m3u8?fmt=ts2hls
CCTV老故事,http://39.135.15.93:6610/PLTV/88888888/224/3221225677/1/index.m3u8?fmt=ts2hls
CCTV女性时尚HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225699/1/index.m3u8?fmt=ts2hls
CCTV女性时尚HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226104/1/index.m3u8?fmt=ts2hls
CCTV世界地理HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls
CCTV世界地理HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls
CCTV中学生,http://39.135.15.93:6610/PLTV/88888888/224/3221225663/1/index.m3u8?fmt=ts2hls
CCTV央视文化精品HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225675/1/index.m3u8?fmt=ts2hls
CCTV央视文化精品HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226100/1/index.m3u8?fmt=ts2hls
CCTC-4K-CHD,http://39.135.15.93:6610/PLTV/88888888/224/3221226319/1/index.m3u8?fmt=ts2hls
CCTV卫生健康HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226322/1/index.m3u8?fmt=ts2hls
CGTN,http://39.135.15.93:6610/PLTV/88888888/224/3221225664/1/index.m3u8?fmt=ts2hls
CGTN HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226297/1/index.m3u8?fmt=ts2hls
CGTN记录,http://39.135.15.93:6610/PLTV/88888888/224/3221225670/1/index.m3u8?fmt=ts2hls
CGTN记录HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226271/1/index.m3u8?fmt=ts2hls
CGTN法语HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225665/1/index.m3u8?fmt=ts2hls
CGTN法语,http://39.135.15.93:6610/PLTV/88888888/224/3221226265/1/index.m3u8?fmt=ts2hls
CGTN法语,http://39.135.15.93:6610/PLTV/88888888/224/3221226270/1/index.m3u8?fmt=ts2hls
CGTN西班牙语,http://39.135.15.93:6610/PLTV/88888888/224/3221225666/1/index.m3u8?fmt=ts2hls
CGTN西班牙语HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226284/1/index.m3u8?fmt=ts2hls
CGTN阿拉伯语,http://39.135.15.93:6610/PLTV/88888888/224/3221225669/1/index.m3u8?fmt=ts2hls
CGTN阿拉伯语,http://39.135.15.93:6610/PLTV/88888888/224/3221226257/1/index.m3u8?fmt=ts2hls
CGTN阿拉伯语HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226281/1/index.m3u8?fmt=ts2hls
CGTN俄语,http://39.135.15.93:6610/PLTV/88888888/224/3221225667/1/index.m3u8?fmt=ts2hls
CGTN俄语HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226278/1/index.m3u8?fmt=ts2hls
CETV-1 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225723/1/index.m3u8?fmt=ts2hls
CETV-1,http://39.135.15.93:6610/PLTV/88888888/224/3221226121/1/index.m3u8?fmt=ts2hls
CETV-2,http://39.135.15.93:6610/PLTV/88888888/224/3221226332/1/index.m3u8?fmt=ts2hls
CETV-4,http://39.135.15.93:6610/PLTV/88888888/224/3221226295/1/index.m3u8?fmt=ts2hls
CETV-4 HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226338/1/index.m3u8?fmt=ts2hls
CETV早期教育HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226304/1/index.m3u8?fmt=ts2hls
CETV生态环境HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226350/1/index.m3u8?fmt=ts2hls
安徽卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225716/1/index.m3u8?fmt=ts2hls
安徽卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226072/1/index.m3u8?fmt=ts2hls
北京卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226049/1/index.m3u8?fmt=ts2hls
北京卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225754/1/index.m3u8?fmt=ts2hls
北京纪实HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226075/1/index.m3u8?fmt=ts2hls
北京纪实HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226105/1/index.m3u8?fmt=ts2hls
东方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225752/1/index.m3u8?fmt=ts2hls
上海纪实HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225767/1/index.m3u8?fmt=ts2hls
上海纪实HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226144/1/index.m3u8?fmt=ts2hls
东方卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226055/1/index.m3u8?fmt=ts2hls
东南卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226061/1/index.m3u8?fmt=ts2hls
东南卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225739/1/index.m3u8?fmt=ts2hls
广东卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226041/1/index.m3u8?fmt=ts2hls
广东卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225720/1/index.m3u8?fmt=ts2hls
河北卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226058/1/index.m3u8?fmt=ts2hls
河北卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225713/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226052/1/index.m3u8?fmt=ts2hls
黑龙江卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225758/1/index.m3u8?fmt=ts2hls
黑龙江卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226314/1/index.m3u8?fmt=ts2hls
湖北卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226044/1/index.m3u8?fmt=ts2hls
湖北卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225708/1/index.m3u8?fmt=ts2hls
湖南卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226089/1/index.m3u8?fmt=ts2hls
湖南卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225707/1/index.m3u8?fmt=ts2hls
湖南卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225778/1/index.m3u8?fmt=ts2hls
江苏卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226029/1/index.m3u8?fmt=ts2hls
江苏卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225751/1/index.m3u8?fmt=ts2hls
江西卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226063/1/index.m3u8?fmt=ts2hls
江西卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225710/1/index.m3u8?fmt=ts2hls
吉林卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225753/1/index.m3u8?fmt=ts2hls
吉林卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226078/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226050/1/index.m3u8?fmt=ts2hls
辽宁卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225717/1/index.m3u8?fmt=ts2hls
山东卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226066/1/index.m3u8?fmt=ts2hls
山东卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225728/1/index.m3u8?fmt=ts2hls
深圳卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225712/1/index.m3u8?fmt=ts2hls
深圳卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226069/1/index.m3u8?fmt=ts2hls
四川卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226035/1/index.m3u8?fmt=ts2hls
四川卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225757/1/index.m3u8?fmt=ts2hls
天津卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226067/1/index.m3u8?fmt=ts2hls
天津卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225756/1/index.m3u8?fmt=ts2hls
天津卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226311/1/index.m3u8?fmt=ts2hls
浙江卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225750/1/index.m3u8?fmt=ts2hls
浙江卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225780/1/index.m3u8?fmt=ts2hls
贵州卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225771/1/index.m3u8?fmt=ts2hls
贵州卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225776/1/index.m3u8?fmt=ts2hls
贵州卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225703/1/index.m3u8?fmt=ts2hls
贵州卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226165/1/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226032/1/index.m3u8?fmt=ts2hls
河南卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
重庆卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226038/1/index.m3u8?fmt=ts2hls
重庆卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225686/1/index.m3u8?fmt=ts2hls
兵团卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225722/1/index.m3u8?fmt=ts2hls
甘肃卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225755/1/index.m3u8?fmt=ts2hls
甘肃卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226260/1/index.m3u8?fmt=ts2hls
广西卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225711/1/index.m3u8?fmt=ts2hls
海南卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225762/1/index.m3u8?fmt=ts2hls
海南卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226298/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225738/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226098/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226142/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226163/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226210/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226267/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226306/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226309/1/index.m3u8?fmt=ts2hls
广东南方卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226313/1/index.m3u8?fmt=ts2hls
内蒙古卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225718/1/index.m3u8?fmt=ts2hls
宁夏卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225719/1/index.m3u8?fmt=ts2hls
农林卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225696/1/index.m3u8?fmt=ts2hls
青海卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225760/1/index.m3u8?fmt=ts2hls
青海卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226301/1/index.m3u8?fmt=ts2hls
安多卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225694/1/index.m3u8?fmt=ts2hls
青岛卫视HD,http://39.135.15.93:6610/PLTV/88888888/224/3221225693/1/index.m3u8?fmt=ts2hls
三沙卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226324/1/index.m3u8?fmt=ts2hls
山东教育卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225764/1/index.m3u8?fmt=ts2hls
山西卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225730/1/index.m3u8?fmt=ts2hls
康巴卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225695/1/index.m3u8?fmt=ts2hls
厦门卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225761/1/index.m3u8?fmt=ts2hls
厦门卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221226246/1/index.m3u8?fmt=ts2hls
新疆卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225759/1/index.m3u8?fmt=ts2hls
西藏卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225668/1/index.m3u8?fmt=ts2hls
西藏藏语,http://39.135.15.93:6610/PLTV/88888888/224/3221225697/1/index.m3u8?fmt=ts2hls
延边卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225721/1/index.m3u8?fmt=ts2hls
云南卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225687/1/index.m3u8?fmt=ts2hls
陕西卫视,http://39.135.15.93:6610/PLTV/88888888/224/3221225688/1/index.m3u8?fmt=ts2hls
铁路电视,http://39.135.15.93:6610/PLTV/88888888/224/3221226101/1/index.m3u8?fmt=ts2hls
铁路电视,http://39.135.15.93:6610/PLTV/88888888/224/3221226336/1/index.m3u8?fmt=ts2hls
中国交通,http://39.135.15.93:6610/PLTV/88888888/224/3221226286/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226134/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226137/1/index.m3u8?fmt=ts2hls
咪咕视频HD,http://39.135.15.93:6610/PLTV/88888888/224/3221226140/1/index.m3u8?fmt=ts2hls
